"1","1FQ6","BR","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"2","1FQ6","BR","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"3","1FQ6","BR","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"4","1FQ6","CX","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"5","1FQ6","CX","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"6","1FQ6","CX","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"7","1FQ6","CX","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"8","1FQ6","CX","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"9","1FQ6","CX","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"10","1FQ6","CX","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
"11","1FQ6","CX","'1234567891234","WTDB*T'1234567891234/PQ","UNABLE TO PROCESS-TKT NBR NOT FOUND-0874                                        "
